Niu,CodigoConexion,TipoConexion,NivelTension,NivelTensionPrimario,PorcentajePropiedadActivo,ConexionRed,IdComercializador,IdMercado,GrupoCalidad,CodigoFronteraComercial,CodigoCircuito,CodigoTransformador,CodigoDane,Ubicacion,Direccion,CondicionesEspeciales,TipoAreaEspecial,CodigoAreaEspecial,Estrato,Altitud,Longitud,Latitud,AutoGenerador,ExportaEnergia,CapacidadAutogeneradorKW,TipoGeneracion,CodigoFronteraAutogeneracion,FechaEntradaOperacion,ContratoRespaldo,CapacidadContratoRespaldo
190155100199600101,833912,2,1,2,100,2,62371,704,23,FRT77777,,833912,05154000,2,RURAL_190155100199600101_190155100199600101,0,0,0,8,50,-75.19861206,7.993704253,3,,,,,,,
022497102200400000,822630,2,1,2,0,2,62371,704,12,FRT28353,,822630,05266000,2,TRAN 27 A SUR CR 42 B -40,0,0,0,8,1532,-75.58241941,6.178600992,3,,,,,,,
190158200189710000,843179,2,1,2,0,1,62371,704,23,FRT75384,,843179,05154000,2,RURAL_190158200189710000_190158200189710000,0,0,0,8,50,-75.18202177,7.968529215,3,,,,,,,
075422004101556032,831613,2,1,2,100,1,62371,704,12,FRT83756,,831613,05360000,2,CR 42 CL 54 A -155 (INTERIOR 6032 ),0,0,0,7,1532,-75.6030842,6.17238067,3,,,,,,,
075422004101555031,831613,2,1,2,100,1,62371,704,12,FRT83731,,831613,05360000,2,CR 42 CL 54 A -155 (INTERIOR 5031 ),0,0,0,7,1532,-75.6030842,6.17238067,3,,,,,,,
054724008200170000,43566,2,1,2,100,1,62371,704,12,FRT82217,,43566,05001000,2,CR 74 CL 48 B -17,0,0,0,8,1465,-75.59121535,6.258627371,3,,,,,,,
190046200913773115,851056,2,1,2,0,1,62371,704,22,FRT82225,,851056,05045000,2,RURAL_190046200913773115_190046200913773,0,0,0,8,1804,-76.64068508,7.849458519,3,,,,,,,
190375100071010102,833683,2,1,2,50,2,62371,704,22,FRT89282,,833683,05376000,2,RURAL_190375100071010102_CR 13 CL 26 A 5,0,0,0,8,2128,-75.42028917,6.034709973,3,,,,,,,
051310104000111127,813386,2,1,2,100,2,62371,704,12,FRT92035,,813386,05001000,2,CL 10 A CR 34 -11 (INTERIOR 1127 ),0,0,0,8,1493,-75.56564571,6.209165672,3,,,,,,,
051310104000110000,813386,2,1,2,100,2,62371,704,12,FRT90264,,813386,05001000,2,CL 10 A CR 34 -11,0,0,0,8,1493,-75.56564571,6.209165672,3,,,,,,,
040416003102273318,52760,2,1,2,0,2,62371,704,12,FRT51647,,52760,05001000,2,CL 6 SUR CR 43 A -227 (INTERIOR 3318 ),0,0,0,8,1493,-75.57570924,6.199057503,3,,,,,,,
190045100136600000,833051,2,1,2,100,1,62371,704,22,FRT89340,,833051,05045000,2,RURAL_190045100136600000_CR 103 CL 97 A,0,0,0,8,11,-76.63546004,7.882776789,3,,,,,,,
190615100087765002,200199,2,1,2,100,1,62371,704,22,FRT82940,,200199,05615000,2,RURAL_190615100087765002_CR 44 CL 55 -34,0,0,0,8,2158,-75.36877333,6.156649644,3,,,,,,,
190579101363500000,146290,2,1,2,100,1,62371,704,23,FRT78297,,146290,05579000,2,RURAL_190579101363500000_KA 5 8-25,0,0,0,8,150,-74.40147944,6.49045372,3,,,,,,,
053799203000520000,811076,2,2,3,101,2,62371,704,12,FRT29080,,811076,05001000,2,TRAN 39 B CIRC 4 -52,0,0,0,7,1555,-75.59399675,6.244333888,3,,,,,,,
163000102500130000,55846,2,1,2,0,2,62371,704,12,FRT29127,,55846,05360000,2,CL 85 CR 48 -1 (LC 13 BQ 25 ),0,0,0,8,1493,-75.58861679,6.187868688,3,,,,,,,
022423101000060000,811518,2,2,3,101,2,62371,704,12,FRT29126,,811518,05266000,2,CR 43 A CL 21 SUR -6,0,0,0,7,1532,-75.57921135,6.182915124,3,,,,,,,
038511009001150020,828496,2,1,2,0,1,62371,704,23,FRT31117,,828496,05380000,2,CL 81 SUR CR 59 -115 (INTERIOR 20 ),0,0,0,7,1644,-75.64309217,6.156994053,3,,,,,,,
